dataset,split,reported_subset,used_for_reported_metrics,image_filename,label_filename,source_scene_id,original_patch_id,subpatch_row,subpatch_col,image_relpath,label_relpath,notes
SPARCS,train,train,true,LC80010812013365LGN00_18_2_3.png,LC80010812013365LGN00_18_2_3.png,LC80010812013365LGN00,LC80010812013365LGN00_18,2,3,SPARCS/train/img/LC80010812013365LGN00_18_2_3.png,SPARCS/train/label/LC80010812013365LGN00_18_2_3.png,
SPARCS,train,train,true,LC80010812013365LGN00_18_2_4.png,LC80010812013365LGN00_18_2_4.png,LC80010812013365LGN00,LC80010812013365LGN00_18,2,4,SPARCS/train/img/LC80010812013365LGN00_18_2_4.png,SPARCS/train/label/LC80010812013365LGN00_18_2_4.png,
SPARCS,train,train,true,LC80010812013365LGN00_18_3_0.png,LC80010812013365LGN00_18_3_0.png,LC80010812013365LGN00,LC80010812013365LGN00_18,3,0,SPARCS/train/img/LC80010812013365LGN00_18_3_0.png,SPARCS/train/label/LC80010812013365LGN00_18_3_0.png,
SPARCS,train,train,true,LC80010812013365LGN00_18_3_1.png,LC80010812013365LGN00_18_3_1.png,LC80010812013365LGN00,LC80010812013365LGN00_18,3,1,SPARCS/train/img/LC80010812013365LGN00_18_3_1.png,SPARCS/train/label/LC80010812013365LGN00_18_3_1.png,
SPARCS,train,train,true,LC80010812013365LGN00_18_3_2.png,LC80010812013365LGN00_18_3_2.png,LC80010812013365LGN00,LC80010812013365LGN00_18,3,2,SPARCS/train/img/LC80010812013365LGN00_18_3_2.png,SPARCS/train/label/LC80010812013365LGN00_18_3_2.png,
SPARCS,train,train,true,LC80010812013365LGN00_18_3_3.png,LC80010812013365LGN00_18_3_3.png,LC80010812013365LGN00,LC80010812013365LGN00_18,3,3,SPARCS/train/img/LC80010812013365LGN00_18_3_3.png,SPARCS/train/label/LC80010812013365LGN00_18_3_3.png,
SPARCS,train,train,true,LC80010812013365LGN00_18_3_4.png,LC80010812013365LGN00_18_3_4.png,LC80010812013365LGN00,LC80010812013365LGN00_18,3,4,SPARCS/train/img/LC80010812013365LGN00_18_3_4.png,SPARCS/train/label/LC80010812013365LGN00_18_3_4.png,
SPARCS,train,train,true,LC80010812013365LGN00_18_4_0.png,LC80010812013365LGN00_18_4_0.png,LC80010812013365LGN00,LC80010812013365LGN00_18,4,0,SPARCS/train/img/LC80010812013365LGN00_18_4_0.png,SPARCS/train/label/LC80010812013365LGN00_18_4_0.png,
SPARCS,train,train,true,LC80010812013365LGN00_18_4_1.png,LC80010812013365LGN00_18_4_1.png,LC80010812013365LGN00,LC80010812013365LGN00_18,4,1,SPARCS/train/img/LC80010812013365LGN00_18_4_1.png,SPARCS/train/label/LC80010812013365LGN00_18_4_1.png,
SPARCS,train,train,true,LC80010812013365LGN00_18_4_2.png,LC80010812013365LGN00_18_4_2.png,LC80010812013365LGN00,LC80010812013365LGN00_18,4,2,SPARCS/train/img/LC80010812013365LGN00_18_4_2.png,SPARCS/train/label/LC80010812013365LGN00_18_4_2.png,
SPARCS,train,train,true,LC80010812013365LGN00_18_4_4.png,LC80010812013365LGN00_18_4_4.png,LC80010812013365LGN00,LC80010812013365LGN00_18,4,4,SPARCS/train/img/LC80010812013365LGN00_18_4_4.png,SPARCS/train/label/LC80010812013365LGN00_18_4_4.png,
SPARCS,train,train,true,LC80020622013244LGN00_32_0_0.png,LC80020622013244LGN00_32_0_0.png,LC80020622013244LGN00,LC80020622013244LGN00_32,0,0,SPARCS/train/img/LC80020622013244LGN00_32_0_0.png,SPARCS/train/label/LC80020622013244LGN00_32_0_0.png,
SPARCS,train,train,true,LC80020622013244LGN00_32_0_1.png,LC80020622013244LGN00_32_0_1.png,LC80020622013244LGN00,LC80020622013244LGN00_32,0,1,SPARCS/train/img/LC80020622013244LGN00_32_0_1.png,SPARCS/train/label/LC80020622013244LGN00_32_0_1.png,
SPARCS,train,train,true,LC80020622013244LGN00_32_0_2.png,LC80020622013244LGN00_32_0_2.png,LC80020622013244LGN00,LC80020622013244LGN00_32,0,2,SPARCS/train/img/LC80020622013244LGN00_32_0_2.png,SPARCS/train/label/LC80020622013244LGN00_32_0_2.png,
SPARCS,train,train,true,LC80020622013244LGN00_32_0_3.png,LC80020622013244LGN00_32_0_3.png,LC80020622013244LGN00,LC80020622013244LGN00_32,0,3,SPARCS/train/img/LC80020622013244LGN00_32_0_3.png,SPARCS/train/label/LC80020622013244LGN00_32_0_3.png,
SPARCS,train,train,true,LC80020622013244LGN00_32_0_4.png,LC80020622013244LGN00_32_0_4.png,LC80020622013244LGN00,LC80020622013244LGN00_32,0,4,SPARCS/train/img/LC80020622013244LGN00_32_0_4.png,SPARCS/train/label/LC80020622013244LGN00_32_0_4.png,
SPARCS,train,train,true,LC80020622013244LGN00_32_1_0.png,LC80020622013244LGN00_32_1_0.png,LC80020622013244LGN00,LC80020622013244LGN00_32,1,0,SPARCS/train/img/LC80020622013244LGN00_32_1_0.png,SPARCS/train/label/LC80020622013244LGN00_32_1_0.png,
SPARCS,train,train,true,LC80020622013244LGN00_32_1_2.png,LC80020622013244LGN00_32_1_2.png,LC80020622013244LGN00,LC80020622013244LGN00_32,1,2,SPARCS/train/img/LC80020622013244LGN00_32_1_2.png,SPARCS/train/label/LC80020622013244LGN00_32_1_2.png,
SPARCS,train,train,true,LC80020622013244LGN00_32_1_3.png,LC80020622013244LGN00_32_1_3.png,LC80020622013244LGN00,LC80020622013244LGN00_32,1,3,SPARCS/train/img/LC80020622013244LGN00_32_1_3.png,SPARCS/train/label/LC80020622013244LGN00_32_1_3.png,
SPARCS,train,train,true,LC80020622013244LGN00_32_1_4.png,LC80020622013244LGN00_32_1_4.png,LC80020622013244LGN00,LC80020622013244LGN00_32,1,4,SPARCS/train/img/LC80020622013244LGN00_32_1_4.png,SPARCS/train/label/LC80020622013244LGN00_32_1_4.png,
SPARCS,train,train,true,LC80020622013244LGN00_32_2_0.png,LC80020622013244LGN00_32_2_0.png,LC80020622013244LGN00,LC80020622013244LGN00_32,2,0,SPARCS/train/img/LC80020622013244LGN00_32_2_0.png,SPARCS/train/label/LC80020622013244LGN00_32_2_0.png,
SPARCS,train,train,true,LC80020622013244LGN00_32_2_1.png,LC80020622013244LGN00_32_2_1.png,LC80020622013244LGN00,LC80020622013244LGN00_32,2,1,SPARCS/train/img/LC80020622013244LGN00_32_2_1.png,SPARCS/train/label/LC80020622013244LGN00_32_2_1.png,
SPARCS,train,train,true,LC80020622013244LGN00_32_2_2.png,LC80020622013244LGN00_32_2_2.png,LC80020622013244LGN00,LC80020622013244LGN00_32,2,2,SPARCS/train/img/LC80020622013244LGN00_32_2_2.png,SPARCS/train/label/LC80020622013244LGN00_32_2_2.png,
SPARCS,train,train,true,LC80020622013244LGN00_32_2_3.png,LC80020622013244LGN00_32_2_3.png,LC80020622013244LGN00,LC80020622013244LGN00_32,2,3,SPARCS/train/img/LC80020622013244LGN00_32_2_3.png,SPARCS/train/label/LC80020622013244LGN00_32_2_3.png,
SPARCS,train,train,true,LC80020622013244LGN00_32_2_4.png,LC80020622013244LGN00_32_2_4.png,LC80020622013244LGN00,LC80020622013244LGN00_32,2,4,SPARCS/train/img/LC80020622013244LGN00_32_2_4.png,SPARCS/train/label/LC80020622013244LGN00_32_2_4.png,
SPARCS,train,train,true,LC80020622013244LGN00_32_3_0.png,LC80020622013244LGN00_32_3_0.png,LC80020622013244LGN00,LC80020622013244LGN00_32,3,0,SPARCS/train/img/LC80020622013244LGN00_32_3_0.png,SPARCS/train/label/LC80020622013244LGN00_32_3_0.png,
SPARCS,train,train,true,LC80020622013244LGN00_32_3_1.png,LC80020622013244LGN00_32_3_1.png,LC80020622013244LGN00,LC80020622013244LGN00_32,3,1,SPARCS/train/img/LC80020622013244LGN00_32_3_1.png,SPARCS/train/label/LC80020622013244LGN00_32_3_1.png,
SPARCS,train,train,true,LC80020622013244LGN00_32_3_2.png,LC80020622013244LGN00_32_3_2.png,LC80020622013244LGN00,LC80020622013244LGN00_32,3,2,SPARCS/train/img/LC80020622013244LGN00_32_3_2.png,SPARCS/train/label/LC80020622013244LGN00_32_3_2.png,
SPARCS,train,train,true,LC80020622013244LGN00_32_3_4.png,LC80020622013244LGN00_32_3_4.png,LC80020622013244LGN00,LC80020622013244LGN00_32,3,4,SPARCS/train/img/LC80020622013244LGN00_32_3_4.png,SPARCS/train/label/LC80020622013244LGN00_32_3_4.png,
SPARCS,train,train,true,LC80020622013244LGN00_32_4_0.png,LC80020622013244LGN00_32_4_0.png,LC80020622013244LGN00,LC80020622013244LGN00_32,4,0,SPARCS/train/img/LC80020622013244LGN00_32_4_0.png,SPARCS/train/label/LC80020622013244LGN00_32_4_0.png,
SPARCS,train,train,true,LC80020622013244LGN00_32_4_1.png,LC80020622013244LGN00_32_4_1.png,LC80020622013244LGN00,LC80020622013244LGN00_32,4,1,SPARCS/train/img/LC80020622013244LGN00_32_4_1.png,SPARCS/train/label/LC80020622013244LGN00_32_4_1.png,
SPARCS,train,train,true,LC80020622013244LGN00_32_4_2.png,LC80020622013244LGN00_32_4_2.png,LC80020622013244LGN00,LC80020622013244LGN00_32,4,2,SPARCS/train/img/LC80020622013244LGN00_32_4_2.png,SPARCS/train/label/LC80020622013244LGN00_32_4_2.png,
SPARCS,train,train,true,LC80020622013244LGN00_32_4_3.png,LC80020622013244LGN00_32_4_3.png,LC80020622013244LGN00,LC80020622013244LGN00_32,4,3,SPARCS/train/img/LC80020622013244LGN00_32_4_3.png,SPARCS/train/label/LC80020622013244LGN00_32_4_3.png,
SPARCS,train,train,true,LC80020622013244LGN00_32_4_4.png,LC80020622013244LGN00_32_4_4.png,LC80020622013244LGN00,LC80020622013244LGN00_32,4,4,SPARCS/train/img/LC80020622013244LGN00_32_4_4.png,SPARCS/train/label/LC80020622013244LGN00_32_4_4.png,
SPARCS,train,train,true,LC80050152014172LGN00_12_0_0.png,LC80050152014172LGN00_12_0_0.png,LC80050152014172LGN00,LC80050152014172LGN00_12,0,0,SPARCS/train/img/LC80050152014172LGN00_12_0_0.png,SPARCS/train/label/LC80050152014172LGN00_12_0_0.png,
SPARCS,train,train,true,LC80050152014172LGN00_12_0_2.png,LC80050152014172LGN00_12_0_2.png,LC80050152014172LGN00,LC80050152014172LGN00_12,0,2,SPARCS/train/img/LC80050152014172LGN00_12_0_2.png,SPARCS/train/label/LC80050152014172LGN00_12_0_2.png,
SPARCS,train,train,true,LC80050152014172LGN00_12_0_3.png,LC80050152014172LGN00_12_0_3.png,LC80050152014172LGN00,LC80050152014172LGN00_12,0,3,SPARCS/train/img/LC80050152014172LGN00_12_0_3.png,SPARCS/train/label/LC80050152014172LGN00_12_0_3.png,
SPARCS,train,train,true,LC80050152014172LGN00_12_0_4.png,LC80050152014172LGN00_12_0_4.png,LC80050152014172LGN00,LC80050152014172LGN00_12,0,4,SPARCS/train/img/LC80050152014172LGN00_12_0_4.png,SPARCS/train/label/LC80050152014172LGN00_12_0_4.png,
SPARCS,train,train,true,LC80050152014172LGN00_12_1_0.png,LC80050152014172LGN00_12_1_0.png,LC80050152014172LGN00,LC80050152014172LGN00_12,1,0,SPARCS/train/img/LC80050152014172LGN00_12_1_0.png,SPARCS/train/label/LC80050152014172LGN00_12_1_0.png,
SPARCS,train,train,true,LC80050152014172LGN00_12_1_2.png,LC80050152014172LGN00_12_1_2.png,LC80050152014172LGN00,LC80050152014172LGN00_12,1,2,SPARCS/train/img/LC80050152014172LGN00_12_1_2.png,SPARCS/train/label/LC80050152014172LGN00_12_1_2.png,
SPARCS,train,train,true,LC80050152014172LGN00_12_1_3.png,LC80050152014172LGN00_12_1_3.png,LC80050152014172LGN00,LC80050152014172LGN00_12,1,3,SPARCS/train/img/LC80050152014172LGN00_12_1_3.png,SPARCS/train/label/LC80050152014172LGN00_12_1_3.png,
SPARCS,train,train,true,LC80050152014172LGN00_12_1_4.png,LC80050152014172LGN00_12_1_4.png,LC80050152014172LGN00,LC80050152014172LGN00_12,1,4,SPARCS/train/img/LC80050152014172LGN00_12_1_4.png,SPARCS/train/label/LC80050152014172LGN00_12_1_4.png,
SPARCS,train,train,true,LC80050152014172LGN00_12_2_0.png,LC80050152014172LGN00_12_2_0.png,LC80050152014172LGN00,LC80050152014172LGN00_12,2,0,SPARCS/train/img/LC80050152014172LGN00_12_2_0.png,SPARCS/train/label/LC80050152014172LGN00_12_2_0.png,
SPARCS,train,train,true,LC80050152014172LGN00_12_2_2.png,LC80050152014172LGN00_12_2_2.png,LC80050152014172LGN00,LC80050152014172LGN00_12,2,2,SPARCS/train/img/LC80050152014172LGN00_12_2_2.png,SPARCS/train/label/LC80050152014172LGN00_12_2_2.png,
SPARCS,train,train,true,LC80050152014172LGN00_12_2_3.png,LC80050152014172LGN00_12_2_3.png,LC80050152014172LGN00,LC80050152014172LGN00_12,2,3,SPARCS/train/img/LC80050152014172LGN00_12_2_3.png,SPARCS/train/label/LC80050152014172LGN00_12_2_3.png,
SPARCS,train,train,true,LC80050152014172LGN00_12_2_4.png,LC80050152014172LGN00_12_2_4.png,LC80050152014172LGN00,LC80050152014172LGN00_12,2,4,SPARCS/train/img/LC80050152014172LGN00_12_2_4.png,SPARCS/train/label/LC80050152014172LGN00_12_2_4.png,
SPARCS,train,train,true,LC80050152014172LGN00_12_3_0.png,LC80050152014172LGN00_12_3_0.png,LC80050152014172LGN00,LC80050152014172LGN00_12,3,0,SPARCS/train/img/LC80050152014172LGN00_12_3_0.png,SPARCS/train/label/LC80050152014172LGN00_12_3_0.png,
SPARCS,train,train,true,LC80050152014172LGN00_12_3_1.png,LC80050152014172LGN00_12_3_1.png,LC80050152014172LGN00,LC80050152014172LGN00_12,3,1,SPARCS/train/img/LC80050152014172LGN00_12_3_1.png,SPARCS/train/label/LC80050152014172LGN00_12_3_1.png,
SPARCS,train,train,true,LC80050152014172LGN00_12_3_2.png,LC80050152014172LGN00_12_3_2.png,LC80050152014172LGN00,LC80050152014172LGN00_12,3,2,SPARCS/train/img/LC80050152014172LGN00_12_3_2.png,SPARCS/train/label/LC80050152014172LGN00_12_3_2.png,
SPARCS,train,train,true,LC80050152014172LGN00_12_3_3.png,LC80050152014172LGN00_12_3_3.png,LC80050152014172LGN00,LC80050152014172LGN00_12,3,3,SPARCS/train/img/LC80050152014172LGN00_12_3_3.png,SPARCS/train/label/LC80050152014172LGN00_12_3_3.png,
SPARCS,train,train,true,LC80050152014172LGN00_12_3_4.png,LC80050152014172LGN00_12_3_4.png,LC80050152014172LGN00,LC80050152014172LGN00_12,3,4,SPARCS/train/img/LC80050152014172LGN00_12_3_4.png,SPARCS/train/label/LC80050152014172LGN00_12_3_4.png,
SPARCS,train,train,true,LC80050152014172LGN00_12_4_0.png,LC80050152014172LGN00_12_4_0.png,LC80050152014172LGN00,LC80050152014172LGN00_12,4,0,SPARCS/train/img/LC80050152014172LGN00_12_4_0.png,SPARCS/train/label/LC80050152014172LGN00_12_4_0.png,
SPARCS,train,train,true,LC80050152014172LGN00_12_4_1.png,LC80050152014172LGN00_12_4_1.png,LC80050152014172LGN00,LC80050152014172LGN00_12,4,1,SPARCS/train/img/LC80050152014172LGN00_12_4_1.png,SPARCS/train/label/LC80050152014172LGN00_12_4_1.png,
SPARCS,train,train,true,LC80050152014172LGN00_12_4_2.png,LC80050152014172LGN00_12_4_2.png,LC80050152014172LGN00,LC80050152014172LGN00_12,4,2,SPARCS/train/img/LC80050152014172LGN00_12_4_2.png,SPARCS/train/label/LC80050152014172LGN00_12_4_2.png,
SPARCS,train,train,true,LC80050152014172LGN00_12_4_4.png,LC80050152014172LGN00_12_4_4.png,LC80050152014172LGN00,LC80050152014172LGN00_12,4,4,SPARCS/train/img/LC80050152014172LGN00_12_4_4.png,SPARCS/train/label/LC80050152014172LGN00_12_4_4.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_0_0.png,LC80050562014076LGN00_33_0_0.png,LC80050562014076LGN00,LC80050562014076LGN00_33,0,0,SPARCS/train/img/LC80050562014076LGN00_33_0_0.png,SPARCS/train/label/LC80050562014076LGN00_33_0_0.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_0_1.png,LC80050562014076LGN00_33_0_1.png,LC80050562014076LGN00,LC80050562014076LGN00_33,0,1,SPARCS/train/img/LC80050562014076LGN00_33_0_1.png,SPARCS/train/label/LC80050562014076LGN00_33_0_1.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_0_3.png,LC80050562014076LGN00_33_0_3.png,LC80050562014076LGN00,LC80050562014076LGN00_33,0,3,SPARCS/train/img/LC80050562014076LGN00_33_0_3.png,SPARCS/train/label/LC80050562014076LGN00_33_0_3.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_0_4.png,LC80050562014076LGN00_33_0_4.png,LC80050562014076LGN00,LC80050562014076LGN00_33,0,4,SPARCS/train/img/LC80050562014076LGN00_33_0_4.png,SPARCS/train/label/LC80050562014076LGN00_33_0_4.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_1_0.png,LC80050562014076LGN00_33_1_0.png,LC80050562014076LGN00,LC80050562014076LGN00_33,1,0,SPARCS/train/img/LC80050562014076LGN00_33_1_0.png,SPARCS/train/label/LC80050562014076LGN00_33_1_0.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_1_1.png,LC80050562014076LGN00_33_1_1.png,LC80050562014076LGN00,LC80050562014076LGN00_33,1,1,SPARCS/train/img/LC80050562014076LGN00_33_1_1.png,SPARCS/train/label/LC80050562014076LGN00_33_1_1.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_1_2.png,LC80050562014076LGN00_33_1_2.png,LC80050562014076LGN00,LC80050562014076LGN00_33,1,2,SPARCS/train/img/LC80050562014076LGN00_33_1_2.png,SPARCS/train/label/LC80050562014076LGN00_33_1_2.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_1_3.png,LC80050562014076LGN00_33_1_3.png,LC80050562014076LGN00,LC80050562014076LGN00_33,1,3,SPARCS/train/img/LC80050562014076LGN00_33_1_3.png,SPARCS/train/label/LC80050562014076LGN00_33_1_3.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_1_4.png,LC80050562014076LGN00_33_1_4.png,LC80050562014076LGN00,LC80050562014076LGN00_33,1,4,SPARCS/train/img/LC80050562014076LGN00_33_1_4.png,SPARCS/train/label/LC80050562014076LGN00_33_1_4.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_2_0.png,LC80050562014076LGN00_33_2_0.png,LC80050562014076LGN00,LC80050562014076LGN00_33,2,0,SPARCS/train/img/LC80050562014076LGN00_33_2_0.png,SPARCS/train/label/LC80050562014076LGN00_33_2_0.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_2_1.png,LC80050562014076LGN00_33_2_1.png,LC80050562014076LGN00,LC80050562014076LGN00_33,2,1,SPARCS/train/img/LC80050562014076LGN00_33_2_1.png,SPARCS/train/label/LC80050562014076LGN00_33_2_1.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_2_2.png,LC80050562014076LGN00_33_2_2.png,LC80050562014076LGN00,LC80050562014076LGN00_33,2,2,SPARCS/train/img/LC80050562014076LGN00_33_2_2.png,SPARCS/train/label/LC80050562014076LGN00_33_2_2.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_2_3.png,LC80050562014076LGN00_33_2_3.png,LC80050562014076LGN00,LC80050562014076LGN00_33,2,3,SPARCS/train/img/LC80050562014076LGN00_33_2_3.png,SPARCS/train/label/LC80050562014076LGN00_33_2_3.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_2_4.png,LC80050562014076LGN00_33_2_4.png,LC80050562014076LGN00,LC80050562014076LGN00_33,2,4,SPARCS/train/img/LC80050562014076LGN00_33_2_4.png,SPARCS/train/label/LC80050562014076LGN00_33_2_4.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_3_0.png,LC80050562014076LGN00_33_3_0.png,LC80050562014076LGN00,LC80050562014076LGN00_33,3,0,SPARCS/train/img/LC80050562014076LGN00_33_3_0.png,SPARCS/train/label/LC80050562014076LGN00_33_3_0.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_3_1.png,LC80050562014076LGN00_33_3_1.png,LC80050562014076LGN00,LC80050562014076LGN00_33,3,1,SPARCS/train/img/LC80050562014076LGN00_33_3_1.png,SPARCS/train/label/LC80050562014076LGN00_33_3_1.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_3_2.png,LC80050562014076LGN00_33_3_2.png,LC80050562014076LGN00,LC80050562014076LGN00_33,3,2,SPARCS/train/img/LC80050562014076LGN00_33_3_2.png,SPARCS/train/label/LC80050562014076LGN00_33_3_2.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_3_3.png,LC80050562014076LGN00_33_3_3.png,LC80050562014076LGN00,LC80050562014076LGN00_33,3,3,SPARCS/train/img/LC80050562014076LGN00_33_3_3.png,SPARCS/train/label/LC80050562014076LGN00_33_3_3.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_3_4.png,LC80050562014076LGN00_33_3_4.png,LC80050562014076LGN00,LC80050562014076LGN00_33,3,4,SPARCS/train/img/LC80050562014076LGN00_33_3_4.png,SPARCS/train/label/LC80050562014076LGN00_33_3_4.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_4_0.png,LC80050562014076LGN00_33_4_0.png,LC80050562014076LGN00,LC80050562014076LGN00_33,4,0,SPARCS/train/img/LC80050562014076LGN00_33_4_0.png,SPARCS/train/label/LC80050562014076LGN00_33_4_0.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_4_1.png,LC80050562014076LGN00_33_4_1.png,LC80050562014076LGN00,LC80050562014076LGN00_33,4,1,SPARCS/train/img/LC80050562014076LGN00_33_4_1.png,SPARCS/train/label/LC80050562014076LGN00_33_4_1.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_4_2.png,LC80050562014076LGN00_33_4_2.png,LC80050562014076LGN00,LC80050562014076LGN00_33,4,2,SPARCS/train/img/LC80050562014076LGN00_33_4_2.png,SPARCS/train/label/LC80050562014076LGN00_33_4_2.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_4_3.png,LC80050562014076LGN00_33_4_3.png,LC80050562014076LGN00,LC80050562014076LGN00_33,4,3,SPARCS/train/img/LC80050562014076LGN00_33_4_3.png,SPARCS/train/label/LC80050562014076LGN00_33_4_3.png,
SPARCS,train,train,true,LC80050562014076LGN00_33_4_4.png,LC80050562014076LGN00_33_4_4.png,LC80050562014076LGN00,LC80050562014076LGN00_33,4,4,SPARCS/train/img/LC80050562014076LGN00_33_4_4.png,SPARCS/train/label/LC80050562014076LGN00_33_4_4.png,
SPARCS,train,train,true,LC80150242014146LGN00_23_0_0.png,LC80150242014146LGN00_23_0_0.png,LC80150242014146LGN00,LC80150242014146LGN00_23,0,0,SPARCS/train/img/LC80150242014146LGN00_23_0_0.png,SPARCS/train/label/LC80150242014146LGN00_23_0_0.png,
SPARCS,train,train,true,LC80150242014146LGN00_23_0_1.png,LC80150242014146LGN00_23_0_1.png,LC80150242014146LGN00,LC80150242014146LGN00_23,0,1,SPARCS/train/img/LC80150242014146LGN00_23_0_1.png,SPARCS/train/label/LC80150242014146LGN00_23_0_1.png,
SPARCS,train,train,true,LC80150242014146LGN00_23_0_2.png,LC80150242014146LGN00_23_0_2.png,LC80150242014146LGN00,LC80150242014146LGN00_23,0,2,SPARCS/train/img/LC80150242014146LGN00_23_0_2.png,SPARCS/train/label/LC80150242014146LGN00_23_0_2.png,
SPARCS,train,train,true,LC80150242014146LGN00_23_0_3.png,LC80150242014146LGN00_23_0_3.png,LC80150242014146LGN00,LC80150242014146LGN00_23,0,3,SPARCS/train/img/LC80150242014146LGN00_23_0_3.png,SPARCS/train/label/LC80150242014146LGN00_23_0_3.png,
SPARCS,train,train,true,LC80150242014146LGN00_23_1_0.png,LC80150242014146LGN00_23_1_0.png,LC80150242014146LGN00,LC80150242014146LGN00_23,1,0,SPARCS/train/img/LC80150242014146LGN00_23_1_0.png,SPARCS/train/label/LC80150242014146LGN00_23_1_0.png,
SPARCS,train,train,true,LC80150242014146LGN00_23_1_1.png,LC80150242014146LGN00_23_1_1.png,LC80150242014146LGN00,LC80150242014146LGN00_23,1,1,SPARCS/train/img/LC80150242014146LGN00_23_1_1.png,SPARCS/train/label/LC80150242014146LGN00_23_1_1.png,
SPARCS,train,train,true,LC80150242014146LGN00_23_1_2.png,LC80150242014146LGN00_23_1_2.png,LC80150242014146LGN00,LC80150242014146LGN00_23,1,2,SPARCS/train/img/LC80150242014146LGN00_23_1_2.png,SPARCS/train/label/LC80150242014146LGN00_23_1_2.png,
